fecha,id_tienda,id_producto,unidades_vendidas,ciudad,tamaño_m2,nombre,categoria,costo_unitario,precio_venta,costo_almacenamiento_semanal,margen_unitario,margen_pct,lag_1,lag_7,lag_14,lag_21,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_14,mean_last_7,mean_prev_7,trend_7,day_of_week,is_weekend,week,target_week
2024-02-19,STORE_01,PROD_001,1,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,6.0,9.0,2.0,8.0,5.0,6.857142857142857,7.214285714285714,7.571428571428571,3.9761191895520205,4.543441112511213,6.857142857142857,7.571428571428571,-0.7142857142857144,0,0,8,59.0
2024-02-20,STORE_01,PROD_001,8,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,1.0,2.0,9.0,5.0,5.0,5.714285714285714,7.142857142857143,7.428571428571429,4.38612531035027,4.638586370488698,5.714285714285714,8.571428571428571,-2.8571428571428568,1,0,8,62.0
2024-02-21,STORE_01,PROD_001,5,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,8.0,3.0,2.0,8.0,9.0,6.571428571428571,7.071428571428571,7.535714285714286,4.1173269183271035,4.615430402703284,6.571428571428571,7.571428571428571,-1.0,2,0,8,61.0
2024-02-22,STORE_01,PROD_001,7,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,5.0,5.0,3.0,3.0,5.0,6.857142857142857,7.285714285714286,7.392857142857143,3.891382420536068,4.427685129319338,6.857142857142857,7.714285714285714,-0.8571428571428577,3,0,8,62.0
2024-02-23,STORE_01,PROD_001,10,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,7.0,10.0,13.0,8.0,20.0,7.142857142857143,7.571428571428571,7.464285714285714,3.8047589248453675,4.25557165488846,7.142857142857143,8.0,-0.8571428571428568,4,1,8,60.0
2024-02-24,STORE_01,PROD_001,13,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,10.0,13.0,15.0,10.0,5.0,7.142857142857143,7.357142857142857,7.107142857142857,3.8047589248453675,4.030788104980556,7.142857142857143,7.571428571428571,-0.42857142857142794,5,1,8,58.0
2024-02-25,STORE_01,PROD_001,10,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,13.0,6.0,9.0,12.0,8.0,7.142857142857143,7.214285714285714,7.392857142857143,3.8047589248453675,3.765809166874853,7.142857142857143,7.285714285714286,-0.14285714285714235,6,1,8,57.0
2024-02-26,STORE_01,PROD_001,6,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,10.0,1.0,9.0,2.0,8.0,7.714285714285714,7.285714285714286,7.464285714285714,3.9036002917941324,3.8114921654743728,7.714285714285714,6.857142857142857,0.8571428571428577,0,0,9,59.0
2024-02-27,STORE_01,PROD_001,11,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,6.0,8.0,2.0,9.0,5.0,8.428571428571429,7.071428571428571,7.392857142857143,2.760262237369416,3.7919811285291063,8.428571428571429,5.714285714285714,2.7142857142857144,1,0,9,52.0
2024-02-28,STORE_01,PROD_001,4,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,11.0,5.0,3.0,2.0,8.0,8.857142857142858,7.714285714285714,7.607142857142857,2.911389784311003,3.625307868699862,8.857142857142858,6.571428571428571,2.2857142857142865,2,0,9,50.0
2024-02-29,STORE_01,PROD_001,8,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,4.0,7.0,5.0,3.0,3.0,8.714285714285714,7.785714285714286,7.464285714285714,3.147183169877772,3.5339794833885185,8.714285714285714,6.857142857142857,1.8571428571428568,3,0,9,47.0
2024-03-01,STORE_01,PROD_001,8,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,8.0,10.0,10.0,13.0,8.0,8.857142857142858,8.0,7.642857142857143,3.0783421635988533,3.4418242032610897,8.857142857142858,7.142857142857143,1.7142857142857144,4,1,9,43.0
2024-03-02,STORE_01,PROD_001,11,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,8.0,13.0,13.0,15.0,10.0,8.571428571428571,7.857142857142857,7.642857142857143,3.0472470011002195,3.393594483211497,8.571428571428571,7.142857142857143,1.428571428571428,5,1,9,38.0
2024-03-03,STORE_01,PROD_001,9,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,11.0,10.0,6.0,9.0,12.0,8.285714285714286,7.714285714285714,7.678571428571429,2.6276913640612176,3.1968390982000034,8.285714285714286,7.142857142857143,1.1428571428571432,6,1,9,38.0
2024-03-04,STORE_01,PROD_001,8,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,9.0,6.0,1.0,9.0,2.0,8.142857142857142,7.928571428571429,7.571428571428571,2.544836041121407,3.1735514130747218,8.142857142857142,7.714285714285714,0.42857142857142794,0,0,10,32.0
2024-03-05,STORE_01,PROD_001,4,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,8.0,11.0,8.0,2.0,9.0,8.428571428571429,8.428571428571429,7.785714285714286,2.370453040886407,2.4718191903717583,8.428571428571429,8.428571428571429,0.0,1,0,10,34.0
2024-03-06,STORE_01,PROD_001,2,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,4.0,4.0,5.0,3.0,2.0,7.428571428571429,8.142857142857142,7.607142857142857,2.5727509827124004,2.741620600390124,7.428571428571429,8.857142857142858,-1.4285714285714288,2,0,10,34.0
2024-03-07,STORE_01,PROD_001,5,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,2.0,8.0,7.0,5.0,3.0,7.142857142857143,7.928571428571429,7.607142857142857,3.0783421635988555,3.0999822757380566,7.142857142857143,8.714285714285714,-1.5714285714285703,3,0,10,32.0
2024-03-08,STORE_01,PROD_001,4,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,5.0,8.0,10.0,10.0,13.0,6.714285714285714,7.785714285714286,7.678571428571429,3.1471831698777737,3.190817870283209,6.714285714285714,8.857142857142858,-2.1428571428571432,4,1,10,38.0
2024-03-09,STORE_01,PROD_001,6,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,4.0,11.0,13.0,13.0,15.0,6.142857142857143,7.357142857142857,7.357142857142857,3.2366943748507504,3.272428946331945,6.142857142857143,8.571428571428571,-2.428571428571428,5,1,10,44.0
2024-03-10,STORE_01,PROD_001,9,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,6.0,9.0,10.0,6.0,9.0,5.428571428571429,6.857142857142857,7.035714285714286,2.439750182371337,2.851643058285545,5.428571428571429,8.285714285714286,-2.8571428571428577,6,1,10,39.0
2024-03-11,STORE_01,PROD_001,2,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,9.0,8.0,6.0,1.0,9.0,5.428571428571429,6.785714285714286,7.035714285714286,2.439750182371337,2.7784492472924933,5.428571428571429,8.142857142857142,-2.7142857142857135,0,0,11,40.0
2024-03-12,STORE_01,PROD_001,6,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,2.0,4.0,11.0,8.0,2.0,4.571428571428571,6.5,6.785714285714286,2.439750182371338,3.0571479921904094,4.571428571428571,8.428571428571429,-3.8571428571428577,1,0,11,40.0
2024-03-13,STORE_01,PROD_001,2,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,6.0,2.0,4.0,5.0,3.0,4.857142857142857,6.142857142857143,6.928571428571429,2.478478796128215,2.7695360027141156,4.857142857142857,7.428571428571429,-2.571428571428572,2,0,11,45.0
2024-03-14,STORE_01,PROD_001,3,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,2.0,5.0,8.0,7.0,5.0,4.857142857142857,6.0,6.892857142857143,2.478478796128215,2.9351975428213737,4.857142857142857,7.142857142857143,-2.2857142857142865,3,0,11,45.0
2024-03-15,STORE_01,PROD_001,10,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,3.0,4.0,8.0,10.0,10.0,4.571428571428571,5.642857142857143,6.821428571428571,2.5727509827124044,2.9770181999170546,4.571428571428571,6.714285714285714,-2.1428571428571432,4,1,11,40.0
2024-03-16,STORE_01,PROD_001,12,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,10.0,6.0,11.0,13.0,13.0,5.428571428571429,5.785714285714286,6.821428571428571,3.258688021128693,3.1422327051996626,5.428571428571429,6.142857142857143,-0.7142857142857144,5,1,11,38.0
2024-03-17,STORE_01,PROD_001,4,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,12.0,9.0,9.0,10.0,6.0,6.285714285714286,5.857142857142857,6.785714285714286,4.111540089159039,3.2783002832646004,6.285714285714286,5.428571428571429,0.8571428571428568,6,1,11,45.0
2024-03-18,STORE_01,PROD_001,3,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,4.0,2.0,8.0,6.0,1.0,5.571428571428571,5.5,6.714285714285714,3.9940431835899033,3.1804692445273908,5.571428571428571,5.428571428571429,0.14285714285714235,0,0,12,46.0
2024-03-19,STORE_01,PROD_001,6,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,3.0,6.0,4.0,11.0,8.0,5.714285714285714,5.142857142857143,6.785714285714286,3.8606685826112974,3.158800718314152,5.714285714285714,4.571428571428571,1.1428571428571432,1,0,12,47.0
2024-03-20,STORE_01,PROD_001,7,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,6.0,2.0,2.0,4.0,5.0,5.714285714285714,5.285714285714286,6.714285714285714,3.8606685826112974,3.1483468538405885,5.714285714285714,4.857142857142857,0.8571428571428577,2,0,12,46.0
2024-03-21,STORE_01,PROD_001,3,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,7.0,3.0,5.0,8.0,7.0,6.428571428571429,5.642857142857143,6.785714285714286,3.5050983275386582,3.028255218823157,6.428571428571429,4.857142857142857,1.571428571428572,3,0,12,52.0
2024-03-22,STORE_01,PROD_001,5,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,3.0,10.0,4.0,8.0,10.0,6.428571428571429,5.5,6.642857142857143,3.5050983275386582,3.1070639120954966,6.428571428571429,4.571428571428571,1.8571428571428577,4,1,12,56.0
2024-03-23,STORE_01,PROD_001,10,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,5.0,12.0,6.0,11.0,13.0,5.714285714285714,5.571428571428571,6.464285714285714,3.147183169877776,3.0813155460785757,5.714285714285714,5.428571428571429,0.2857142857142856,5,1,12,56.0
2024-03-24,STORE_01,PROD_001,11,Bogotá,28,Tinto,Bebidas,800,2500,10,1700,0.68,10.0,4.0,9.0,9.0,10.0,5.428571428571429,5.857142857142857,6.357142857142857,2.507132682112039,3.30168122342223,5.428571428571429,6.285714285714286,-0.8571428571428568,6,1,12,51.0
2024-01-29,STORE_01,PROD_002,8,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,14.0,5.0,7.0,4.0,17.0,7.571428571428571,8.0,8.071428571428571,3.952094080237416,4.019184762342502,7.571428571428571,8.428571428571429,-0.8571428571428577,0,0,5,74.0
2024-01-30,STORE_01,PROD_002,12,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,8.0,2.0,8.0,8.0,12.0,8.0,8.071428571428571,7.75,3.785938897200183,4.0089186286863665,8.0,8.142857142857142,-0.14285714285714235,1,0,5,71.0
2024-01-31,STORE_01,PROD_002,13,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,12.0,6.0,6.0,6.0,8.0,9.428571428571429,8.357142857142858,7.75,2.9358214555806375,4.143709650823725,9.428571428571429,7.285714285714286,2.1428571428571432,2,0,5,59.0
2024-02-01,STORE_01,PROD_002,1,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,13.0,8.0,8.0,4.0,6.0,10.428571428571429,8.857142857142858,7.928571428571429,2.760262237369414,4.258153136263202,10.428571428571429,7.285714285714286,3.1428571428571432,3,0,5,65.0
2024-02-02,STORE_01,PROD_002,14,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,1.0,11.0,5.0,16.0,4.0,9.428571428571429,8.357142857142858,7.75,4.503966505838412,4.749204676042617,9.428571428571429,7.285714285714286,2.1428571428571432,4,1,5,72.0
2024-02-03,STORE_01,PROD_002,10,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,14.0,7.0,7.0,7.0,7.0,9.857142857142858,9.0,8.107142857142858,4.810702354423637,4.867474467555809,9.857142857142858,8.142857142857142,1.7142857142857153,5,1,5,72.0
2024-02-04,STORE_01,PROD_002,15,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,10.0,14.0,18.0,3.0,12.0,10.285714285714286,9.214285714285714,8.214285714285714,4.644505202002529,4.838603921803057,10.285714285714286,8.142857142857142,2.142857142857144,6,1,5,67.0
2024-02-05,STORE_01,PROD_002,9,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,15.0,8.0,5.0,7.0,4.0,10.428571428571429,9.0,8.321428571428571,4.790864322059323,4.47213595499958,10.428571428571429,7.571428571428571,2.8571428571428577,0,0,6,68.0
2024-02-06,STORE_01,PROD_002,9,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,9.0,12.0,2.0,8.0,8.0,10.571428571428571,9.285714285714286,8.5,4.720774754816657,4.322189107537833,10.571428571428571,8.0,2.571428571428571,1,0,6,70.0
2024-02-07,STORE_01,PROD_002,1,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,9.0,13.0,6.0,6.0,6.0,10.142857142857142,9.785714285714286,8.535714285714286,4.705619740571599,3.7861807715909235,10.142857142857142,9.428571428571429,0.7142857142857135,2,0,6,71.0
2024-02-08,STORE_01,PROD_002,7,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,1.0,1.0,8.0,8.0,4.0,8.428571428571429,9.428571428571429,8.357142857142858,5.593363414414825,4.362678882632441,8.428571428571429,10.428571428571429,-2.0,3,0,6,73.0
2024-02-09,STORE_01,PROD_002,21,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,7.0,14.0,11.0,5.0,16.0,9.285714285714286,9.357142857142858,8.464285714285714,4.644505202002529,4.395927185950176,9.285714285714286,9.428571428571429,-0.14285714285714235,4,1,6,67.0
2024-02-10,STORE_01,PROD_002,10,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,21.0,10.0,7.0,7.0,7.0,10.285714285714286,10.071428571428571,8.642857142857142,6.290582530372569,5.384654630940178,10.285714285714286,9.857142857142858,0.4285714285714288,5,1,6,63.0
2024-02-11,STORE_01,PROD_002,10,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,10.0,15.0,14.0,18.0,3.0,10.285714285714286,10.285714285714286,8.75,6.290582530372569,5.312229307906448,10.285714285714286,10.285714285714286,0.0,6,1,6,64.0
2024-02-12,STORE_01,PROD_002,10,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,10.0,9.0,8.0,5.0,7.0,9.571428571428571,10.0,9.0,5.940177967511939,5.203549084703928,9.571428571428571,10.428571428571429,-0.8571428571428577,0,0,7,60.0
2024-02-13,STORE_01,PROD_002,11,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,10.0,9.0,12.0,2.0,8.0,9.714285714285714,10.142857142857142,9.107142857142858,5.936168397046635,5.171774622627397,9.714285714285714,10.571428571428571,-0.8571428571428577,1,0,7,59.0
2024-02-14,STORE_01,PROD_002,2,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,11.0,1.0,13.0,6.0,6.0,10.0,10.071428571428571,9.214285714285714,5.944184833375668,5.151016116550893,10.0,10.142857142857142,-0.14285714285714235,2,0,7,70.0
2024-02-15,STORE_01,PROD_002,9,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,2.0,7.0,1.0,8.0,8.0,10.142857142857142,9.285714285714286,9.071428571428571,5.698788509515901,5.497252060782754,10.142857142857142,8.428571428571429,1.7142857142857135,3,0,7,69.0
2024-02-16,STORE_01,PROD_002,15,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,9.0,21.0,14.0,11.0,5.0,10.428571428571429,9.857142857142858,9.107142857142858,5.563486402641866,4.95917398297404,10.428571428571429,9.285714285714286,1.1428571428571423,4,1,7,63.0
2024-02-17,STORE_01,PROD_002,6,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,15.0,10.0,10.0,7.0,7.0,9.571428571428571,9.928571428571429,9.464285714285714,3.8668308667927205,5.030129004528394,9.571428571428571,10.285714285714286,-0.7142857142857153,5,1,7,79.0
2024-02-18,STORE_01,PROD_002,11,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,6.0,10.0,15.0,14.0,18.0,9.0,9.642857142857142,9.428571428571429,4.08248290463863,5.13819996702142,9.0,10.285714285714286,-1.2857142857142865,6,1,7,74.0
2024-02-19,STORE_01,PROD_002,6,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,11.0,10.0,9.0,8.0,5.0,9.142857142857142,9.357142857142858,9.178571428571429,4.140393356054125,4.924149951743221,9.142857142857142,9.571428571428571,-0.4285714285714288,0,0,8,81.0
2024-02-20,STORE_01,PROD_002,10,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,6.0,11.0,9.0,12.0,2.0,8.571428571428571,9.142857142857142,9.214285714285714,4.27617987059879,5.005491489848433,8.571428571428571,9.714285714285714,-1.1428571428571423,1,0,8,80.0
2024-02-21,STORE_01,PROD_002,13,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,10.0,2.0,1.0,13.0,6.0,8.428571428571429,9.214285714285714,9.5,4.197504927816955,5.01042868469312,8.428571428571429,10.0,-1.5714285714285712,2,0,8,83.0
2024-02-22,STORE_01,PROD_002,8,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,13.0,9.0,7.0,1.0,8.0,10.0,10.071428571428571,9.75,3.3665016461206907,4.497251908140653,10.0,10.142857142857142,-0.14285714285714235,3,0,8,80.0
2024-02-23,STORE_01,PROD_002,9,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,8.0,15.0,21.0,14.0,11.0,9.857142857142858,10.142857142857142,9.75,3.4364987719368965,4.452434819756022,9.857142857142858,10.428571428571429,-0.5714285714285712,4,1,8,83.0
2024-02-24,STORE_01,PROD_002,22,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,9.0,6.0,10.0,10.0,7.0,9.0,9.285714285714286,9.678571428571429,2.5819888974716108,3.17268562355839,9.0,9.571428571428571,-0.5714285714285712,5,1,8,65.0
2024-02-25,STORE_01,PROD_002,6,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,22.0,11.0,10.0,15.0,14.0,11.285714285714286,10.142857142857142,10.214285714285714,5.219012860502952,4.655140134338566,11.285714285714286,9.0,2.2857142857142865,6,1,8,63.0
2024-02-26,STORE_01,PROD_002,13,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,6.0,6.0,10.0,9.0,8.0,10.571428571428571,9.857142857142858,9.928571428571429,5.593363414414824,4.785509262460884,10.571428571428571,9.142857142857142,1.4285714285714288,0,0,9,57.0
2024-02-27,STORE_01,PROD_002,9,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,13.0,10.0,11.0,9.0,12.0,11.571428571428571,10.071428571428571,10.107142857142858,5.255382728122433,4.859000937424289,11.571428571428571,8.571428571428571,3.0,1,0,9,52.0
2024-02-28,STORE_01,PROD_002,16,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,9.0,13.0,2.0,1.0,13.0,11.428571428571429,9.928571428571429,10.0,5.318431562567506,4.859000937424289,11.428571428571429,8.428571428571429,3.0,2,0,9,42.0
2024-02-29,STORE_01,PROD_002,5,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,16.0,8.0,9.0,7.0,1.0,11.857142857142858,10.928571428571429,10.107142857142858,5.580578567035599,4.5313317063493646,11.857142857142858,10.0,1.8571428571428577,3,0,9,41.0
2024-03-01,STORE_01,PROD_002,12,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,5.0,9.0,15.0,21.0,14.0,11.428571428571429,10.642857142857142,10.25,6.023762469230858,4.781489031947827,11.428571428571429,9.857142857142858,1.5714285714285712,4,1,9,50.0
2024-03-02,STORE_01,PROD_002,4,Bogotá,28,Café con Leche,Bebidas,1200,3500,15,2300,0.6571428571428571,12.0,22.0,6.0,10.0,10.0,11.857142857142858,10.428571428571429,10.178571428571429,5.928141120356119,4.636216722124355,11.857142857142858,9.0,2.8571428571428577,5,1,9,61.0
