id_tienda,id_producto,pred_naive,pred_A_week,forecast_next_week,champion,pred_B_week,pred_blend_week,fecha
STORE_12,PROD_005,129,126.66033,132.55028,Strategy B — 7 daily direct,132.55028,129.6053,2024-03-31
STORE_12,PROD_006,132,119.666756,120.211426,Strategy B — 7 daily direct,120.211426,119.93909,2024-03-31
STORE_12,PROD_007,155,137.75375,140.3248,Strategy B — 7 daily direct,140.3248,139.03928,2024-03-31
STORE_12,PROD_008,121,127.009254,127.01282,Strategy B — 7 daily direct,127.01282,127.01103,2024-03-31
STORE_13,PROD_001,49,50.257732,51.84036,Strategy B — 7 daily direct,51.84036,51.049046,2024-03-31
STORE_13,PROD_002,86,72.08142,74.33956,Strategy B — 7 daily direct,74.33956,73.210495,2024-03-31
STORE_13,PROD_003,74,78.229324,78.843704,Strategy B — 7 daily direct,78.843704,78.536514,2024-03-31
STORE_13,PROD_004,44,47.819164,49.728127,Strategy B — 7 daily direct,49.728127,48.773643,2024-03-31
STORE_13,PROD_005,115,96.42375,99.04413,Strategy B — 7 daily direct,99.04413,97.73394,2024-03-31
STORE_13,PROD_006,70,67.22021,69.86342,Strategy B — 7 daily direct,69.86342,68.54181,2024-03-31
STORE_13,PROD_007,106,89.66222,85.322365,Strategy B — 7 daily direct,85.322365,87.492294,2024-03-31
STORE_13,PROD_008,116,104.42196,105.74245,Strategy B — 7 daily direct,105.74245,105.0822,2024-03-31
STORE_14,PROD_001,62,66.45527,65.42501,Strategy B — 7 daily direct,65.42501,65.94014,2024-03-31
STORE_14,PROD_002,86,79.77554,78.86775,Strategy B — 7 daily direct,78.86775,79.32165,2024-03-31
STORE_14,PROD_003,92,86.52001,88.70749,Strategy B — 7 daily direct,88.70749,87.613754,2024-03-31
STORE_14,PROD_004,66,58.141247,62.0414,Strategy B — 7 daily direct,62.0414,60.091324,2024-03-31
STORE_14,PROD_005,178,162.33461,163.84373,Strategy B — 7 daily direct,163.84373,163.08917,2024-03-31
STORE_14,PROD_006,98,108.616135,111.60453,Strategy B — 7 daily direct,111.60453,110.11034,2024-03-31
STORE_14,PROD_007,143,122.97245,124.73732,Strategy B — 7 daily direct,124.73732,123.85489,2024-03-31
STORE_14,PROD_008,120,110.12746,108.496155,Strategy B — 7 daily direct,108.496155,109.311806,2024-03-31
STORE_15,PROD_001,50,53.94211,54.609447,Strategy B — 7 daily direct,54.609447,54.27578,2024-03-31
STORE_15,PROD_002,74,75.285324,77.295654,Strategy B — 7 daily direct,77.295654,76.29049,2024-03-31
STORE_15,PROD_003,54,56.395424,53.6116,Strategy B — 7 daily direct,53.6116,55.00351,2024-03-31
STORE_15,PROD_004,61,56.567814,56.011696,Strategy B — 7 daily direct,56.011696,56.289757,2024-03-31
STORE_15,PROD_005,99,118.315125,119.72854,Strategy B — 7 daily direct,119.72854,119.021835,2024-03-31
STORE_15,PROD_006,151,132.35254,129.29749,Strategy B — 7 daily direct,129.29749,130.82501,2024-03-31
STORE_15,PROD_007,131,121.98465,118.63448,Strategy B — 7 daily direct,118.63448,120.30957,2024-03-31
STORE_15,PROD_008,106,109.79413,112.548325,Strategy B — 7 daily direct,112.548325,111.17123,2024-03-31
STORE_16,PROD_001,88,80.21387,82.76551,Strategy B — 7 daily direct,82.76551,81.489685,2024-03-31
STORE_16,PROD_002,130,150.83597,147.57553,Strategy B — 7 daily direct,147.57553,149.20575,2024-03-31
STORE_16,PROD_003,98,105.35282,101.514854,Strategy B — 7 daily direct,101.514854,103.43384,2024-03-31
STORE_16,PROD_004,41,49.18233,49.17483,Strategy B — 7 daily direct,49.17483,49.17858,2024-03-31
STORE_16,PROD_005,264,254.0594,272.66263,Strategy B — 7 daily direct,272.66263,263.36102,2024-03-31
STORE_16,PROD_006,183,212.25366,196.4476,Strategy B — 7 daily direct,196.4476,204.35063,2024-03-31
STORE_16,PROD_007,175,185.18875,187.68672,Strategy B — 7 daily direct,187.68672,186.43774,2024-03-31
STORE_16,PROD_008,147,144.99448,136.98701,Strategy B — 7 daily direct,136.98701,140.99075,2024-03-31
STORE_17,PROD_001,39,34.03862,36.808834,Strategy B — 7 daily direct,36.808834,35.42373,2024-03-31
STORE_17,PROD_002,64,49.201275,50.616505,Strategy B — 7 daily direct,50.616505,49.90889,2024-03-31
STORE_17,PROD_003,48,44.932156,46.448364,Strategy B — 7 daily direct,46.448364,45.69026,2024-03-31
STORE_17,PROD_004,18,21.171677,22.103489,Strategy B — 7 daily direct,22.103489,21.637583,2024-03-31
STORE_17,PROD_005,63,73.94835,69.28881,Strategy B — 7 daily direct,69.28881,71.618576,2024-03-31
STORE_17,PROD_006,34,39.95648,40.315792,Strategy B — 7 daily direct,40.315792,40.136135,2024-03-31
STORE_17,PROD_007,69,68.14452,72.585464,Strategy B — 7 daily direct,72.585464,70.36499,2024-03-31
STORE_17,PROD_008,49,73.50807,67.83455,Strategy B — 7 daily direct,67.83455,70.67131,2024-03-31
STORE_18,PROD_001,81,62.076176,63.99357,Strategy B — 7 daily direct,63.99357,63.034874,2024-03-31
STORE_18,PROD_002,122,112.543274,115.704895,Strategy B — 7 daily direct,115.704895,114.124084,2024-03-31
STORE_18,PROD_003,68,68.21067,66.045715,Strategy B — 7 daily direct,66.045715,67.12819,2024-03-31
STORE_18,PROD_004,89,66.94406,70.87026,Strategy B — 7 daily direct,70.87026,68.907166,2024-03-31
STORE_18,PROD_005,90,97.18886,97.37581,Strategy B — 7 daily direct,97.37581,97.28233,2024-03-31
STORE_18,PROD_006,105,105.29787,98.795135,Strategy B — 7 daily direct,98.795135,102.0465,2024-03-31
STORE_18,PROD_007,143,128.02711,131.00206,Strategy B — 7 daily direct,131.00206,129.51459,2024-03-31
STORE_18,PROD_008,103,100.2758,104.61422,Strategy B — 7 daily direct,104.61422,102.44501,2024-03-31
STORE_19,PROD_001,39,51.616657,51.64701,Strategy B — 7 daily direct,51.64701,51.631836,2024-03-31
STORE_19,PROD_002,90,75.6916,77.025375,Strategy B — 7 daily direct,77.025375,76.35849,2024-03-31
STORE_19,PROD_003,84,84.186195,83.11065,Strategy B — 7 daily direct,83.11065,83.64842,2024-03-31
STORE_19,PROD_004,39,49.237076,49.491734,Strategy B — 7 daily direct,49.491734,49.364403,2024-03-31
STORE_19,PROD_005,198,224.36417,211.42593,Strategy B — 7 daily direct,211.42593,217.89505,2024-03-31
STORE_19,PROD_006,122,117.31712,116.081375,Strategy B — 7 daily direct,116.081375,116.69925,2024-03-31
STORE_19,PROD_007,117,117.43335,115.44931,Strategy B — 7 daily direct,115.44931,116.44133,2024-03-31
STORE_19,PROD_008,77,92.81425,89.19023,Strategy B — 7 daily direct,89.19023,91.00224,2024-03-31
STORE_20,PROD_001,36,39.828518,42.391937,Strategy B — 7 daily direct,42.391937,41.11023,2024-03-31
STORE_20,PROD_002,45,65.9797,64.8349,Strategy B — 7 daily direct,64.8349,65.4073,2024-03-31
STORE_20,PROD_003,126,117.662605,111.302826,Strategy B — 7 daily direct,111.302826,114.48271,2024-03-31
STORE_20,PROD_004,36,40.59185,40.490494,Strategy B — 7 daily direct,40.490494,40.541172,2024-03-31
STORE_20,PROD_005,127,128.33228,132.2542,Strategy B — 7 daily direct,132.2542,130.29324,2024-03-31
STORE_20,PROD_006,152,130.38745,129.92558,Strategy B — 7 daily direct,129.92558,130.15652,2024-03-31
STORE_20,PROD_007,126,120.973206,120.3161,Strategy B — 7 daily direct,120.3161,120.64465,2024-03-31
STORE_20,PROD_008,134,155.49632,153.2164,Strategy B — 7 daily direct,153.2164,154.35635,2024-03-31
