id_tienda,id_producto,origin,pred_naive,pred_A_week,pred_B_week,pred_champion,actual_week
STORE_06,PROD_005,2024-02-18,105,115.47385,116.210106,116.210106,90
STORE_06,PROD_006,2024-02-18,109,112.19128,117.5849,117.5849,107
STORE_06,PROD_007,2024-02-18,163,159.17838,153.4484,153.4484,129
STORE_06,PROD_008,2024-02-18,120,116.4873,114.73929,114.73929,119
STORE_07,PROD_001,2024-02-18,32,31.155064,29.714796,29.714796,31
STORE_07,PROD_002,2024-02-18,44,42.3412,44.444244,44.444244,35
STORE_07,PROD_003,2024-02-18,42,45.147263,43.734993,43.734993,52
STORE_07,PROD_004,2024-02-18,42,31.355892,29.757523,29.757523,33
STORE_07,PROD_005,2024-02-18,46,42.601925,45.506695,45.506695,46
STORE_07,PROD_006,2024-02-18,34,39.993507,40.7849,40.7849,63
STORE_07,PROD_007,2024-02-18,34,51.201855,48.684727,48.684727,42
STORE_07,PROD_008,2024-02-18,55,45.5237,44.417793,44.417793,51
STORE_08,PROD_001,2024-02-18,91,81.85364,85.31068,85.31068,80
STORE_08,PROD_002,2024-02-18,121,116.24739,121.97639,121.97639,117
STORE_08,PROD_003,2024-02-18,112,118.39985,120.59164,120.59164,139
STORE_08,PROD_004,2024-02-18,52,68.52247,66.36969,66.36969,47
STORE_08,PROD_005,2024-02-18,172,169.77638,181.55745,181.55745,213
STORE_08,PROD_006,2024-02-18,168,152.60567,163.7079,163.7079,204
STORE_08,PROD_007,2024-02-18,204,210.45714,204.57614,204.57614,204
STORE_08,PROD_008,2024-02-18,152,183.87859,183.8657,183.8657,179
STORE_09,PROD_001,2024-02-18,39,49.024525,48.45398,48.45398,38
STORE_09,PROD_002,2024-02-18,49,63.188904,64.20075,64.20075,45
STORE_09,PROD_003,2024-02-18,52,55.89666,57.862644,57.862644,63
STORE_09,PROD_004,2024-02-18,26,37.224243,34.849697,34.849697,34
STORE_09,PROD_005,2024-02-18,84,85.57489,81.85724,81.85724,101
STORE_09,PROD_006,2024-02-18,82,80.93661,84.88231,84.88231,67
STORE_09,PROD_007,2024-02-18,85,90.03448,87.8153,87.8153,96
STORE_09,PROD_008,2024-02-18,69,91.814476,86.04238,86.04238,94
STORE_10,PROD_001,2024-02-18,37,38.921776,41.151714,41.151714,41
STORE_10,PROD_002,2024-02-18,85,73.94773,77.199684,77.199684,72
STORE_10,PROD_003,2024-02-18,90,81.06918,84.48363,84.48363,63
STORE_10,PROD_004,2024-02-18,34,40.950397,38.55185,38.55185,26
STORE_10,PROD_005,2024-02-18,124,116.69919,113.010765,113.010765,90
STORE_10,PROD_006,2024-02-18,115,100.130005,97.81338,97.81338,105
STORE_10,PROD_007,2024-02-18,123,114.83099,113.65899,113.65899,111
STORE_10,PROD_008,2024-02-18,97,104.44682,101.5066,101.5066,88
STORE_11,PROD_001,2024-02-18,52,65.29004,63.130337,63.130337,57
STORE_11,PROD_002,2024-02-18,85,85.92794,91.44315,91.44315,77
STORE_11,PROD_003,2024-02-18,77,76.59482,78.948395,78.948395,64
STORE_11,PROD_004,2024-02-18,62,52.33001,51.58468,51.58468,63
STORE_11,PROD_005,2024-02-18,153,143.24901,144.96202,144.96202,140
STORE_11,PROD_006,2024-02-18,128,121.540115,117.78354,117.78354,113
STORE_11,PROD_007,2024-02-18,92,102.26668,107.143974,107.143974,116
STORE_11,PROD_008,2024-02-18,114,115.150894,114.64508,114.64508,102
STORE_12,PROD_001,2024-02-18,67,61.456192,60.39201,60.39201,80
STORE_12,PROD_002,2024-02-18,87,76.27504,80.903275,80.903275,82
STORE_12,PROD_003,2024-02-18,88,89.38078,93.276054,93.276054,85
STORE_12,PROD_004,2024-02-18,50,53.155422,54.102818,54.102818,52
STORE_12,PROD_005,2024-02-18,130,124.81767,133.56136,133.56136,130
STORE_12,PROD_006,2024-02-18,104,108.324715,110.82468,110.82468,118
STORE_12,PROD_007,2024-02-18,142,147.49515,143.72585,143.72585,116
STORE_12,PROD_008,2024-02-18,127,131.65889,127.7852,127.7852,110
STORE_13,PROD_001,2024-02-18,49,51.77499,56.130066,56.130066,63
STORE_13,PROD_002,2024-02-18,73,76.198875,77.34275,77.34275,75
STORE_13,PROD_003,2024-02-18,87,78.80487,78.14266,78.14266,89
STORE_13,PROD_004,2024-02-18,52,45.171215,45.324253,45.324253,51
STORE_13,PROD_005,2024-02-18,117,100.096535,101.91333,101.91333,109
STORE_13,PROD_006,2024-02-18,70,80.099724,77.48038,77.48038,77
STORE_13,PROD_007,2024-02-18,87,100.44407,100.7757,100.7757,101
STORE_13,PROD_008,2024-02-18,108,104.3149,108.23242,108.23242,102
STORE_14,PROD_001,2024-02-18,66,55.583855,57.72535,57.72535,55
STORE_14,PROD_002,2024-02-18,113,88.65111,84.051895,84.051895,63
STORE_14,PROD_003,2024-02-18,77,86.87477,86.73726,86.73726,77
STORE_14,PROD_004,2024-02-18,53,52.092598,51.04415,51.04415,68
STORE_14,PROD_005,2024-02-18,165,158.73517,150.72375,150.72375,181
STORE_14,PROD_006,2024-02-18,106,121.32927,119.716576,119.716576,92
STORE_14,PROD_007,2024-02-18,129,127.56871,127.306366,127.306366,110
STORE_14,PROD_008,2024-02-18,95,109.92223,107.38123,107.38123,100
STORE_15,PROD_001,2024-02-18,51,55.01463,53.217594,53.217594,35
STORE_15,PROD_002,2024-02-18,65,74.102135,74.76876,74.76876,62
STORE_15,PROD_003,2024-02-18,53,66.9736,65.02563,65.02563,66
STORE_15,PROD_004,2024-02-18,57,52.543266,51.50437,51.50437,56
STORE_15,PROD_005,2024-02-18,123,116.64479,121.95213,121.95213,129
STORE_15,PROD_006,2024-02-18,116,121.148476,120.44997,120.44997,150
STORE_15,PROD_007,2024-02-18,124,117.444954,118.95617,118.95617,135
STORE_15,PROD_008,2024-02-18,131,117.88218,112.99625,112.99625,129
STORE_16,PROD_001,2024-02-18,82,81.93319,84.202354,84.202354,85
STORE_16,PROD_002,2024-02-18,124,130.62491,122.431564,122.431564,157
STORE_16,PROD_003,2024-02-18,101,119.423004,116.84935,116.84935,122
STORE_16,PROD_004,2024-02-18,58,60.029507,57.905563,57.905563,53
STORE_16,PROD_005,2024-02-18,207,208.03348,200.20053,200.20053,233
STORE_16,PROD_006,2024-02-18,177,159.79199,183.69377,183.69377,184
STORE_16,PROD_007,2024-02-18,175,183.12973,180.26648,180.26648,184
STORE_16,PROD_008,2024-02-18,174,186.25783,190.08157,190.08157,175
STORE_17,PROD_001,2024-02-18,33,33.623466,31.67742,31.67742,36
STORE_17,PROD_002,2024-02-18,50,48.397354,50.016056,50.016056,57
STORE_17,PROD_003,2024-02-18,27,34.339035,36.120808,36.120808,42
STORE_17,PROD_004,2024-02-18,17,28.446844,26.417099,26.417099,20
STORE_17,PROD_005,2024-02-18,84,68.46442,73.36357,73.36357,71
STORE_17,PROD_006,2024-02-18,54,50.1383,48.318554,48.318554,43
STORE_17,PROD_007,2024-02-18,63,72.269905,70.50484,70.50484,73
STORE_17,PROD_008,2024-02-18,66,67.12685,62.45086,62.45086,78
STORE_18,PROD_001,2024-02-18,56,57.133076,57.735016,57.735016,62
STORE_18,PROD_002,2024-02-18,75,85.055016,86.16494,86.16494,110
STORE_18,PROD_003,2024-02-18,80,81.30615,79.22474,79.22474,87
STORE_18,PROD_004,2024-02-18,52,53.084435,55.370296,55.370296,70
STORE_18,PROD_005,2024-02-18,127,117.579994,120.77076,120.77076,111
STORE_18,PROD_006,2024-02-18,150,124.0882,122.47028,122.47028,130
STORE_18,PROD_007,2024-02-18,141,132.68199,126.850586,126.850586,143
STORE_18,PROD_008,2024-02-18,102,124.17329,127.55359,127.55359,91
STORE_19,PROD_001,2024-02-18,37,50.607357,49.77247,49.77247,53
STORE_19,PROD_002,2024-02-18,100,95.311745,90.645546,90.645546,96
STORE_19,PROD_003,2024-02-18,98,89.429276,91.84794,91.84794,89
STORE_19,PROD_004,2024-02-18,53,50.59675,52.629936,52.629936,46
STORE_19,PROD_005,2024-02-18,159,158.9622,157.67134,157.67134,166
STORE_19,PROD_006,2024-02-18,112,123.28194,120.29264,120.29264,133
STORE_19,PROD_007,2024-02-18,96,134.29593,135.16814,135.16814,128
STORE_19,PROD_008,2024-02-18,124,126.10579,117.78276,117.78276,115
STORE_20,PROD_001,2024-02-18,46,50.489906,48.63074,48.63074,36
STORE_20,PROD_002,2024-02-18,75,71.203835,71.90819,71.90819,79
STORE_20,PROD_003,2024-02-18,91,93.38153,91.27771,91.27771,86
STORE_20,PROD_004,2024-02-18,57,47.46648,49.209282,49.209282,47
STORE_20,PROD_005,2024-02-18,145,125.37734,133.4791,133.4791,148
STORE_20,PROD_006,2024-02-18,164,124.58327,124.31287,124.31287,141
STORE_20,PROD_007,2024-02-18,125,119.45226,120.25954,120.25954,122
STORE_20,PROD_008,2024-02-18,114,117.697395,117.95035,117.95035,121
STORE_01,PROD_001,2024-02-25,54,52.572823,52.296616,52.296616,57
STORE_01,PROD_002,2024-02-25,74,68.79868,69.68961,69.68961,63
STORE_01,PROD_003,2024-02-25,80,65.343925,65.24924,65.24924,67
STORE_01,PROD_004,2024-02-25,42,43.14668,42.641605,42.641605,47
STORE_01,PROD_005,2024-02-25,68,85.09352,77.69041,77.69041,78
STORE_01,PROD_006,2024-02-25,88,83.8573,85.1853,85.1853,86
STORE_01,PROD_007,2024-02-25,69,85.94051,83.34162,83.34162,74
STORE_01,PROD_008,2024-02-25,82,85.78076,84.85628,84.85628,71
STORE_02,PROD_001,2024-02-25,63,74.21455,72.353325,72.353325,72
STORE_02,PROD_002,2024-02-25,89,94.39864,93.11412,93.11412,89
STORE_02,PROD_003,2024-02-25,97,87.611176,84.58362,84.58362,122
STORE_02,PROD_004,2024-02-25,55,64.58498,64.31964,64.31964,65
STORE_02,PROD_005,2024-02-25,134,140.11458,140.50803,140.50803,116
STORE_02,PROD_006,2024-02-25,117,117.59048,115.8667,115.8667,118
STORE_02,PROD_007,2024-02-25,105,115.39713,117.04824,117.04824,110
STORE_02,PROD_008,2024-02-25,99,112.37378,116.5835,116.5835,105
STORE_03,PROD_001,2024-02-25,109,79.657486,82.955315,82.955315,77
STORE_03,PROD_002,2024-02-25,68,75.499374,77.65323,77.65323,85
STORE_03,PROD_003,2024-02-25,95,89.8493,92.578575,92.578575,104
STORE_03,PROD_004,2024-02-25,66,64.11516,66.19623,66.19623,51
STORE_03,PROD_005,2024-02-25,144,142.51009,145.83241,145.83241,127
STORE_03,PROD_006,2024-02-25,149,141.3408,138.92497,138.92497,144
STORE_03,PROD_007,2024-02-25,173,154.8217,162.05144,162.05144,140
STORE_03,PROD_008,2024-02-25,128,139.11778,139.35025,139.35025,125
STORE_04,PROD_001,2024-02-25,60,72.8371,67.921234,67.921234,68
STORE_04,PROD_002,2024-02-25,58,86.08024,82.99693,82.99693,87
STORE_04,PROD_003,2024-02-25,105,88.833725,94.17893,94.17893,124
STORE_04,PROD_004,2024-02-25,48,55.565178,53.060715,53.060715,63
STORE_04,PROD_005,2024-02-25,103,125.3144,121.70451,121.70451,189
STORE_04,PROD_006,2024-02-25,142,161.32776,154.50652,154.50652,192
STORE_04,PROD_007,2024-02-25,106,116.40899,120.8197,120.8197,105
STORE_04,PROD_008,2024-02-25,167,169.28629,169.18492,169.18492,185
STORE_05,PROD_001,2024-02-25,54,55.668858,56.321526,56.321526,63
STORE_05,PROD_002,2024-02-25,60,74.35414,71.2683,71.2683,57
STORE_05,PROD_003,2024-02-25,116,101.27556,101.57764,101.57764,95
STORE_05,PROD_004,2024-02-25,42,41.797806,42.49234,42.49234,37
STORE_05,PROD_005,2024-02-25,121,129.08862,121.80675,121.80675,142
STORE_05,PROD_006,2024-02-25,111,126.35678,120.23315,120.23315,112
STORE_05,PROD_007,2024-02-25,127,120.42355,121.674774,121.674774,146
STORE_05,PROD_008,2024-02-25,155,133.62283,139.02347,139.02347,143
STORE_06,PROD_001,2024-02-25,59,57.043648,57.708416,57.708416,69
STORE_06,PROD_002,2024-02-25,83,87.451454,86.19398,86.19398,91
STORE_06,PROD_003,2024-02-25,75,78.53602,78.79397,78.79397,58
STORE_06,PROD_004,2024-02-25,55,51.841057,50.392963,50.392963,33
STORE_06,PROD_005,2024-02-25,90,103.715294,104.2698,104.2698,97
STORE_06,PROD_006,2024-02-25,107,113.89983,114.672035,114.672035,87
STORE_06,PROD_007,2024-02-25,129,137.32588,140.90288,140.90288,162
STORE_06,PROD_008,2024-02-25,119,118.463425,117.65417,117.65417,127
STORE_07,PROD_001,2024-02-25,31,31.900705,32.921707,32.921707,32
STORE_07,PROD_002,2024-02-25,35,38.420994,39.625114,39.625114,50
STORE_07,PROD_003,2024-02-25,52,45.645382,46.76039,46.76039,51
STORE_07,PROD_004,2024-02-25,33,33.54259,33.530773,33.530773,17
STORE_07,PROD_005,2024-02-25,46,48.857662,46.83095,46.83095,46
STORE_07,PROD_006,2024-02-25,63,50.21183,48.562347,48.562347,45
STORE_07,PROD_007,2024-02-25,42,43.92082,44.499786,44.499786,52
STORE_07,PROD_008,2024-02-25,51,48.932373,47.40572,47.40572,48
STORE_08,PROD_001,2024-02-25,80,84.5552,88.01929,88.01929,77
STORE_08,PROD_002,2024-02-25,117,121.84574,126.76516,126.76516,109
STORE_08,PROD_003,2024-02-25,139,117.14321,124.69,124.69,119
STORE_08,PROD_004,2024-02-25,47,58.82471,57.822956,57.822956,68
STORE_08,PROD_005,2024-02-25,213,178.6224,197.50104,197.50104,170
STORE_08,PROD_006,2024-02-25,204,166.23143,171.53174,171.53174,171
STORE_08,PROD_007,2024-02-25,204,199.5103,203.1814,203.1814,203
STORE_08,PROD_008,2024-02-25,179,171.14166,167.41983,167.41983,172
STORE_09,PROD_001,2024-02-25,38,42.433075,43.78234,43.78234,42
STORE_09,PROD_002,2024-02-25,45,48.182022,48.092644,48.092644,58
STORE_09,PROD_003,2024-02-25,63,58.18925,60.642273,60.642273,74
STORE_09,PROD_004,2024-02-25,34,33.523434,33.817757,33.817757,27
STORE_09,PROD_005,2024-02-25,101,85.99022,90.465096,90.465096,92
STORE_09,PROD_006,2024-02-25,67,82.012085,80.87938,80.87938,78
STORE_09,PROD_007,2024-02-25,96,88.702515,85.003456,85.003456,99
STORE_09,PROD_008,2024-02-25,94,82.73057,86.766136,86.766136,88
STORE_10,PROD_001,2024-02-25,41,40.190132,41.052563,41.052563,47
STORE_10,PROD_002,2024-02-25,72,69.22494,70.499855,70.499855,75
STORE_10,PROD_003,2024-02-25,63,80.23196,74.54605,74.54605,67
STORE_10,PROD_004,2024-02-25,26,35.518314,36.529457,36.529457,36
STORE_10,PROD_005,2024-02-25,90,109.92647,108.82211,108.82211,114
STORE_10,PROD_006,2024-02-25,105,107.3406,107.89199,107.89199,87
STORE_10,PROD_007,2024-02-25,111,110.64725,116.79614,116.79614,128
STORE_10,PROD_008,2024-02-25,88,102.77954,101.85997,101.85997,74
STORE_11,PROD_001,2024-02-25,57,54.85649,55.975212,55.975212,58
STORE_11,PROD_002,2024-02-25,77,80.97766,82.813156,82.813156,81
STORE_11,PROD_003,2024-02-25,64,73.073494,69.21377,69.21377,69
STORE_11,PROD_004,2024-02-25,63,54.702766,56.19861,56.19861,58
STORE_11,PROD_005,2024-02-25,140,133.11095,131.93863,131.93863,162
STORE_11,PROD_006,2024-02-25,113,119.66688,123.26076,123.26076,111
STORE_11,PROD_007,2024-02-25,116,99.67083,106.76624,106.76624,99
STORE_11,PROD_008,2024-02-25,102,110.245834,109.61129,109.61129,115
STORE_12,PROD_001,2024-02-25,80,65.74272,66.42209,66.42209,77
STORE_12,PROD_002,2024-02-25,82,85.4497,83.87819,83.87819,74
STORE_12,PROD_003,2024-02-25,85,86.188484,88.35069,88.35069,105
STORE_12,PROD_004,2024-02-25,52,53.34948,53.8181,53.8181,67
STORE_12,PROD_005,2024-02-25,130,125.58741,124.03453,124.03453,130
STORE_12,PROD_006,2024-02-25,118,111.136795,114.000656,114.000656,108
STORE_12,PROD_007,2024-02-25,116,127.090416,123.47084,123.47084,113
STORE_12,PROD_008,2024-02-25,110,125.18154,124.09741,124.09741,148
STORE_13,PROD_001,2024-02-25,63,53.92357,53.225388,53.225388,43
STORE_13,PROD_002,2024-02-25,75,73.65015,74.34084,74.34084,55
STORE_13,PROD_003,2024-02-25,89,80.42649,83.16057,83.16057,81
STORE_13,PROD_004,2024-02-25,51,45.76916,45.74116,45.74116,48
STORE_13,PROD_005,2024-02-25,109,110.00576,108.009415,108.009415,118
STORE_13,PROD_006,2024-02-25,77,86.27456,86.486984,86.486984,66
STORE_13,PROD_007,2024-02-25,101,101.3634,94.78272,94.78272,96
STORE_13,PROD_008,2024-02-25,102,100.14997,103.82739,103.82739,106
STORE_14,PROD_001,2024-02-25,55,57.667282,57.356476,57.356476,63
STORE_14,PROD_002,2024-02-25,63,96.03971,86.97562,86.97562,81
STORE_14,PROD_003,2024-02-25,77,86.233986,83.78873,83.78873,74
STORE_14,PROD_004,2024-02-25,68,58.051315,57.11568,57.11568,57
STORE_14,PROD_005,2024-02-25,181,168.2129,168.31747,168.31747,151
STORE_14,PROD_006,2024-02-25,92,107.670586,107.56141,107.56141,111
STORE_14,PROD_007,2024-02-25,110,119.697716,119.580864,119.580864,125
STORE_14,PROD_008,2024-02-25,100,106.64178,105.4661,105.4661,110
STORE_15,PROD_001,2024-02-25,35,49.446434,49.597755,49.597755,45
STORE_15,PROD_002,2024-02-25,62,71.56137,70.628235,70.628235,71
STORE_15,PROD_003,2024-02-25,66,62.808285,64.26916,64.26916,76
STORE_15,PROD_004,2024-02-25,56,49.77902,50.002533,50.002533,46
STORE_15,PROD_005,2024-02-25,129,126.22958,122.926575,122.926575,120
STORE_15,PROD_006,2024-02-25,150,123.317696,128.4888,128.4888,114
STORE_15,PROD_007,2024-02-25,135,119.97577,121.158226,121.158226,119
STORE_15,PROD_008,2024-02-25,129,116.144356,121.28996,121.28996,138
STORE_16,PROD_001,2024-02-25,85,82.66714,86.505066,86.505066,66
STORE_16,PROD_002,2024-02-25,157,134.94876,140.67604,140.67604,140
STORE_16,PROD_003,2024-02-25,122,111.26741,119.96263,119.96263,115
STORE_16,PROD_004,2024-02-25,53,58.21793,58.99878,58.99878,57
STORE_16,PROD_005,2024-02-25,233,210.11346,209.2476,209.2476,225
STORE_16,PROD_006,2024-02-25,184,170.21307,186.13913,186.13913,198
STORE_16,PROD_007,2024-02-25,184,174.10312,178.55566,178.55566,159
STORE_16,PROD_008,2024-02-25,175,174.32896,181.11612,181.11612,131
STORE_17,PROD_001,2024-02-25,36,31.45031,33.51922,33.51922,43
STORE_17,PROD_002,2024-02-25,57,50.581684,48.76883,48.76883,42
STORE_17,PROD_003,2024-02-25,42,39.12503,37.083855,37.083855,42
STORE_17,PROD_004,2024-02-25,20,21.769814,25.360546,25.360546,26
STORE_17,PROD_005,2024-02-25,71,76.12018,72.88518,72.88518,72
STORE_17,PROD_006,2024-02-25,43,47.754547,48.734024,48.734024,47
STORE_17,PROD_007,2024-02-25,73,69.48751,72.89038,72.89038,60
STORE_17,PROD_008,2024-02-25,78,67.060036,69.329544,69.329544,56
STORE_18,PROD_001,2024-02-25,62,56.527542,55.90438,55.90438,69
STORE_18,PROD_002,2024-02-25,110,86.413704,90.16942,90.16942,102
STORE_18,PROD_003,2024-02-25,87,88.250206,84.757614,84.757614,60
STORE_18,PROD_004,2024-02-25,70,58.896633,60.13115,60.13115,71
STORE_18,PROD_005,2024-02-25,111,119.59194,117.068436,117.068436,110
STORE_18,PROD_006,2024-02-25,130,127.25361,127.61244,127.61244,104
STORE_18,PROD_007,2024-02-25,143,145.43161,146.8531,146.8531,140
STORE_18,PROD_008,2024-02-25,91,111.97749,109.02122,109.02122,101
STORE_19,PROD_001,2024-02-25,53,53.34067,51.703747,51.703747,54
STORE_19,PROD_002,2024-02-25,96,88.5669,87.941444,87.941444,74
STORE_19,PROD_003,2024-02-25,89,86.718216,87.611916,87.611916,87
STORE_19,PROD_004,2024-02-25,46,50.68948,50.515938,50.515938,53
STORE_19,PROD_005,2024-02-25,166,159.80478,166.37862,166.37862,141
STORE_19,PROD_006,2024-02-25,133,120.438644,122.36517,122.36517,117
STORE_19,PROD_007,2024-02-25,128,128.17442,123.353836,123.353836,154
STORE_19,PROD_008,2024-02-25,115,120.017395,120.782715,120.782715,103
STORE_20,PROD_001,2024-02-25,36,48.712345,47.552116,47.552116,39
STORE_20,PROD_002,2024-02-25,79,81.36877,77.48891,77.48891,88
STORE_20,PROD_003,2024-02-25,86,87.79296,84.58994,84.58994,96
STORE_20,PROD_004,2024-02-25,47,54.229294,52.487953,52.487953,57
STORE_20,PROD_005,2024-02-25,148,139.0823,139.1171,139.1171,121
STORE_20,PROD_006,2024-02-25,141,134.91283,134.10518,134.10518,147
STORE_20,PROD_007,2024-02-25,122,119.284355,118.65396,118.65396,131
STORE_20,PROD_008,2024-02-25,121,117.9107,117.8556,117.8556,133
STORE_01,PROD_001,2024-03-03,57,53.10892,53.014206,53.014206,38
STORE_01,PROD_002,2024-03-03,63,71.87463,67.833496,67.833496,71
STORE_01,PROD_003,2024-03-03,67,70.19755,69.14276,69.14276,61
STORE_01,PROD_004,2024-03-03,47,48.475628,46.877464,46.877464,38
STORE_01,PROD_005,2024-03-03,78,84.52204,80.51188,80.51188,83
STORE_01,PROD_006,2024-03-03,86,79.104546,86.75088,86.75088,76
STORE_01,PROD_007,2024-03-03,74,77.236305,75.13464,75.13464,82
STORE_01,PROD_008,2024-03-03,71,80.90169,78.44897,78.44897,72
STORE_02,PROD_001,2024-03-03,72,68.34235,69.44478,69.44478,70
STORE_02,PROD_002,2024-03-03,89,90.41712,88.68408,88.68408,93
STORE_02,PROD_003,2024-03-03,122,109.27143,108.56094,108.56094,99
STORE_02,PROD_004,2024-03-03,65,63.92805,64.45117,64.45117,74
STORE_02,PROD_005,2024-03-03,116,121.9571,118.1096,118.1096,114
STORE_02,PROD_006,2024-03-03,118,114.14694,111.66173,111.66173,97
STORE_02,PROD_007,2024-03-03,110,112.55595,118.9223,118.9223,123
STORE_02,PROD_008,2024-03-03,105,108.8279,110.344894,110.344894,97
STORE_03,PROD_001,2024-03-03,77,80.73555,82.20586,82.20586,94
STORE_03,PROD_002,2024-03-03,85,77.110245,80.58062,80.58062,81
STORE_03,PROD_003,2024-03-03,104,94.69449,95.039444,95.039444,91
STORE_03,PROD_004,2024-03-03,51,64.74694,64.51093,64.51093,55
STORE_03,PROD_005,2024-03-03,127,132.23677,135.7363,135.7363,125
STORE_03,PROD_006,2024-03-03,144,135.62231,138.58879,138.58879,135
STORE_03,PROD_007,2024-03-03,140,148.4264,145.86852,145.86852,138
STORE_03,PROD_008,2024-03-03,125,123.59574,122.40571,122.40571,121
STORE_04,PROD_001,2024-03-03,68,65.268974,66.07185,66.07185,72
STORE_04,PROD_002,2024-03-03,87,83.566925,88.06729,88.06729,99
STORE_04,PROD_003,2024-03-03,124,109.67942,110.917244,110.917244,78
STORE_04,PROD_004,2024-03-03,63,56.77632,58.155155,58.155155,59
STORE_04,PROD_005,2024-03-03,189,144.10768,142.34772,142.34772,114
STORE_04,PROD_006,2024-03-03,192,165.4523,167.10938,167.10938,172
STORE_04,PROD_007,2024-03-03,105,114.50035,120.96274,120.96274,113
STORE_04,PROD_008,2024-03-03,185,150.47893,149.69464,149.69464,173
STORE_05,PROD_001,2024-03-03,63,57.327927,59.785995,59.785995,66
STORE_05,PROD_002,2024-03-03,57,64.74182,65.81836,65.81836,56
STORE_05,PROD_003,2024-03-03,95,110.0479,106.16774,106.16774,114
STORE_05,PROD_004,2024-03-03,37,40.514744,43.201958,43.201958,45
STORE_05,PROD_005,2024-03-03,142,136.29924,134.6276,134.6276,116
STORE_05,PROD_006,2024-03-03,112,127.38652,124.72052,124.72052,141
STORE_05,PROD_007,2024-03-03,146,127.84315,127.20436,127.20436,140
STORE_05,PROD_008,2024-03-03,143,147.84299,143.4062,143.4062,153
STORE_06,PROD_001,2024-03-03,69,56.913994,58.568222,58.568222,58
STORE_06,PROD_002,2024-03-03,91,85.33111,86.14033,86.14033,67
STORE_06,PROD_003,2024-03-03,58,72.41458,70.373,70.373,67
STORE_06,PROD_004,2024-03-03,33,44.7168,45.878242,45.878242,44
STORE_06,PROD_005,2024-03-03,97,98.84725,102.91429,102.91429,106
STORE_06,PROD_006,2024-03-03,87,105.69049,101.07381,101.07381,108
